[0.0242  Replica 0000]: Replica 0000 starting up
[30.8410  Replica 0003]: Received message '{'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 212, 'term': 3, 'command': {'CAIRB29BXWWEMCGAXLZ5VZEATRNGLX15': 'b6e6d983fd8be13196ffea8bc74d1b3e'}, 'committed': False}, {'log_index': 213, 'term': 3, 'command': {'694BVBXQDGML80GUIV2YAUDKSIDXGGEW': '22276c921fb5280274db6b11074904e4'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 211, 'prevLogTerm': 3}'
[30.8415  Replica 0001]: index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[30.8415  Replica 0001]: Sending following batch of entries: [{'log_index': 212, 'term': 3, 'command': {'CAIRB29BXWWEMCGAXLZ5VZEATRNGLX15': 'b6e6d983fd8be13196ffea8bc74d1b3e'}, 'committed': False}, {'log_index': 213, 'term': 3, 'command': {'694BVBXQDGML80GUIV2YAUDKSIDXGGEW': '22276c921fb5280274db6b11074904e4'}, 'committed': False}]
[30.8415  Replica 0001]: Received message '{'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[30.8415  Replica 0001]: Received message '{'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[30.9479  Replica 0001]: Received message '{'src': '0019', 'dst': '0001', 'leader': '0001', 'type': 'get', 'MID': 'P19ZAC8NRD2NB2CZ', 'key': '900M3OXI7HJYVZ0B7CRPSE781OYI86W4'}'
[31.0052  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 212, 'term': 3, 'command': {'CAIRB29BXWWEMCGAXLZ5VZEATRNGLX15': 'b6e6d983fd8be13196ffea8bc74d1b3e'}, 'committed': False}, {'log_index': 213, 'term': 3, 'command': {'694BVBXQDGML80GUIV2YAUDKSIDXGGEW': '22276c921fb5280274db6b11074904e4'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 212, 'term': 3, 'command': {'CAIRB29BXWWEMCGAXLZ5VZEATRNGLX15': 'b6e6d983fd8be13196ffea8bc74d1b3e'}, 'committed': False}, {'log_index': 213, 'term': 3, 'command': {'694BVBXQDGML80GUIV2YAUDKSIDXGGEW': '22276c921fb5280274db6b11074904e4'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 211, 'prevLogTerm': 3}
[31.0053  Replica 0004]: sending: {'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.0053  Replica 0004]: Received message '{'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [], 'leaderCommit': 128, 'prevLogIndex': 213, 'prevLogTerm': 3}'
[31.0061  Replica 0001]: sending: {'src': '0001', 'dst': '0019', 'leader': '0001', 'type': 'ok', 'MID': 'P19ZAC8NRD2NB2CZ', 'value': '2e55b600028b9e0510515e631e35bc8e'}
[31.0061  Replica 0001]: Sending following batch of entries: []
[31.0061  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.0061  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136,
[31.0062  Replica 0001]: 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.0062  Replica 0001]: Sending following batch of entries: []
[31.0062  Replica 0001]: Received message '{'src': '0015', 'dst': '0001', 'leader': '0001', 'type': 'get', 'MID': 'HOMPZDD0OV56K7AL', 'key': '7FTK9363MJAD3OWYWGJUJMTYCB1G4OYJ'}'
[31.0062  Replica 0001]: sending: {'src': '0001', 'dst': '0015', 'leader': '0001', 'type': 'ok', 'MID': 'HOMPZDD0OV56K7AL', 'value': '4b344cd91ff868a85569bca64b546521'}
[31.0062  Replica 0001]: Received message '{'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.0064  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 212, 'term': 3, 'command': {'CAIRB29BXWWEMCGAXLZ5VZEATRNGLX15': 'b6e6d983fd8be13196ffea8bc74d1b3e'}, 'committed': False}, {'log_index': 213, 'term': 3, 'command': {'694BVBXQDGML80GUIV2YAUDKSIDXGGEW': '22276c921fb5280274db6b11074904e4'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 212, 'term': 3, 'command': {'CAIRB29BXWWEMCGAXLZ5VZEATRNGLX15': 'b6e6d983fd8be13196ffea8bc74d1b3e'}, 'committed': False}, {'log_index': 213, 'term': 3, 'command': {'694BVBXQDGML80GUIV2YAUDKSIDXGGEW': '22276c921fb5280274db6b11074904e4'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 211, 'prevLogTerm': 3}
[31.0064  Replica 0003]: sending: {'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.0064  Replica 0003]: Received message '{'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [], 'leaderCommit': 128, 'prevLogIndex': 213, 'prevLogTerm': 3}'
[31.0073  Replica 0001]: Received message '{'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.1202  Replica 0001]: Received message '{'src': '0018', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': 'RYIDD8V5Y6SJ2RTD', 'key': 'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W', 'value': 'd1d5050c6c24b456878ab116ba0701f0'}'
[31.1246  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [], message from leader: {'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [], 'leaderCommit': 128, 'prevLogIndex': 213, 'prevLogTerm': 3}
[31.1246  Replica 0004]: number of log_entries_rcvd_from_leader is 0, so returning true (because heartbeat)
[31.1246  Replica 0004]: sending: {'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.1246  Replica 0004]: Received message '{'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 214, 'term': 3, 'command': {'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W': 'd1d5050c6c24b456878ab116ba0701f0'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 213, 'prevLogTerm': 3}'
[31.1326  Replica 0001]: Storing key_okay_msg_mapping:  {'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W': {'src': '0001', 'dst': '0018', 'leader': '0001', 'type': 'ok', 'MID': 'RYIDD8V5Y6SJ2RTD'}}
[31.1326  Replica 0001]: Sending following batch of entries: [{'log_index': 214, 'term': 3, 'command': {'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W': 'd1d5050c6c24b456878ab116ba0701f0'}, 'committed': False}]
[31.1326  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.1326  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_
[31.1329  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [], message from leader: {'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [], 'leaderCommit': 128, 'prevLogIndex': 213, 'prevLogTerm': 3}
[31.1331  Replica 0003]: number of log_entries_rcvd_from_leader is 0, so returning true (because heartbeat)
[31.1331  Replica 0003]: sending: {'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.1331  Replica 0003]: Received message '{'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 214, 'term': 3, 'command': {'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W': 'd1d5050c6c24b456878ab116ba0701f0'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 213, 'prevLogTerm': 3}'
[31.1336  Replica 0001]: index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.1336  Replica 0001]: Sending following batch of entries: [{'log_index': 214, 'term': 3, 'command': {'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W': 'd1d5050c6c24b456878ab116ba0701f0'}, 'committed': False}]
[31.1336  Replica 0001]: Received message '{'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.1336  Replica 0001]: Received message '{'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.2386  Replica 0001]: Received message '{'src': '0016', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': 'SVDQG5B7QK644JR9', 'key': '15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI', 'value': '814688d33123721e9fc783433f1a8fce'}'
[31.2941  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 214, 'term': 3, 'command': {'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W': 'd1d5050c6c24b456878ab116ba0701f0'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 214, 'term': 3, 'command': {'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W': 'd1d5050c6c24b456878ab116ba0701f0'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 213, 'prevLogTerm': 3}
[31.2941  Replica 0004]: sending: {'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.2941  Replica 0004]: Received message '{'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 215, 'term': 3, 'command': {'15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI': '814688d33123721e9fc783433f1a8fce'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 214, 'prevLogTerm': 3}'
[31.2952  Replica 0001]: Storing key_okay_msg_mapping:  {'15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI': {'src': '0001', 'dst': '0016', 'leader': '0001', 'type': 'ok', 'MID': 'SVDQG5B7QK644JR9'}}
[31.2952  Replica 0001]: Sending following batch of entries: [{'log_index': 215, 'term': 3, 'command': {'15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI': '814688d33123721e9fc783433f1a8fce'}, 'committed': False}]
[31.2952  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.2952  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_
[31.2955  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 214, 'term': 3, 'command': {'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W': 'd1d5050c6c24b456878ab116ba0701f0'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 214, 'term': 3, 'command': {'E7W60S7FCR3Q48QJJ9VYHHAWVTEB9Z0W': 'd1d5050c6c24b456878ab116ba0701f0'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 213, 'prevLogTerm': 3}
[31.2955  Replica 0003]: sending: {'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.2955  Replica 0003]: Received message '{'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 215, 'term': 3, 'command': {'15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI': '814688d33123721e9fc783433f1a8fce'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 214, 'prevLogTerm': 3}'
[31.2962  Replica 0001]: index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.2962  Replica 0001]: Sending following batch of entries: [{'log_index': 215, 'term': 3, 'command': {'15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI': '814688d33123721e9fc783433f1a8fce'}, 'committed': False}]
[31.2962  Replica 0001]: Received message '{'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.2962  Replica 0001]: Received message '{'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.4028  Replica 0001]: Received message '{'src': '0018', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': 'W102U4QE7ZKMOI0B', 'key': '13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE', 'value': 'ec50a3b70be4be3028fbd4816a441f06'}'
[31.4029  Replica 0001]: Storing key_okay_msg_mapping:  {'13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE': {'src': '0001', 'dst': '0018', 'leader': '0001', 'type': 'ok', 'MID': 'W102U4QE7ZKMOI0B'}}
[31.4029  Replica 0001]: Received message '{'src': '0017', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': 'VCPU8MIBI2YSOAUW', 'key': 'KEQEZJFV86A218VIIF9BSDSR2DGXA14C', 'value': '7190a6eca63de49ded62fb5749e46436'}'
[31.4607  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 215, 'term': 3, 'command': {'15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI': '814688d33123721e9fc783433f1a8fce'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 215, 'term': 3, 'command': {'15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI': '814688d33123721e9fc783433f1a8fce'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 214, 'prevLogTerm': 3}
[31.4607  Replica 0004]: sending: {'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.4609  Replica 0004]: Received message '{'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 216, 'term': 3, 'command': {'13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE': 'ec50a3b70be4be3028fbd4816a441f06'}, 'committed': False}, {'log_index': 217, 'term': 3, 'command': {'KEQEZJFV86A218VIIF9BSDSR2DGXA14C': '7190a6eca63de49ded62fb5749e46436'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 215, 'prevLogTerm': 3}'
[31.4617  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 215, 'term': 3, 'command': {'15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI': '814688d33123721e9fc783433f1a8fce'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 215, 'term': 3, 'command': {'15KOOO7YZSYAW6V58RF6ZQS4T9CSA9RI': '814688d33123721e9fc783433f1a8fce'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 214, 'prevLogTerm': 3}
[31.4617  Replica 0003]: sending: {'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
[31.4617  Replica 0003]: Received message '{'src': '0001', 'dst': '0003', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 216, 'term': 3, 'command': {'13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE': 'ec50a3b70be4be3028fbd4816a441f06'}, 'committed': False}, {'log_index': 217, 'term': 3, 'command': {'KEQEZJFV86A218VIIF9BSDSR2DGXA14C': '7190a6eca63de49ded62fb5749e46436'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 215, 'prevLogTerm': 3}'
[31.4620  Replica 0001]: Storing key_okay_msg_mapping:  {'KEQEZJFV86A218VIIF9BSDSR2DGXA14C': {'src': '0001', 'dst': '0017', 'leader': '0001', 'type': 'ok', 'MID': 'VCPU8MIBI2YSOAUW'}}
[31.4621  Replica 0001]: Sending following batch of entries: [{'log_index': 216, 'term': 3, 'command': {'13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE': 'ec50a3b70be4be3028fbd4816a441f06'}, 'committed': False}, {'log_index': 217, 'term': 3, 'command': {'KEQEZJFV86A218VIIF9BSDSR2DGXA14C': '7190a6eca63de49ded62fb5749e46436'}, 'committed': False}]
[31.4621  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.4621  Replica 0001]: Sending following batch of entries: [{'log_index': 133, 'term': 3, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'd2ccdbdbb9cbc71e084352c50e2db9e2'}, 'committed': False}, {'log_
[31.4627  Replica 0001]: index': 134, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}, {'log_index': 135, 'term': 3, 'command': {'DE1R04ZWSIGV4GVNLN06XPGO3O5H66U9': '858ea95ad31714642fe14b12cc13325e'}, 'committed': False}, {'log_index': 136, 'term': 3, 'command': {'900M3OXI7HJYVZ0B7CRPSE781OYI86W4': '164d88c122e97fc1818acea9e7a873fc'}, 'committed': False}, {'log_index': 137, 'term': 3, 'command': {'E8VYTC76G6VUTKXMJQFP4BC7UM239I56': '91389373ba94add99344bb0b83122d84'}, 'committed': False}, {'log_index': 138, 'term': 3, 'command': {'6F7QG9OENZ9F7JJXDSRYCIONVZICZP0M': '4c551473344c49945e457e3905bd457a'}, 'committed': False}]
[31.4627  Replica 0001]: Sending following batch of entries: [{'log_index': 216, 'term': 3, 'command': {'13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE': 'ec50a3b70be4be3028fbd4816a441f06'}, 'committed': False}, {'log_index': 217, 'term': 3, 'command': {'KEQEZJFV86A218VIIF9BSDSR2DGXA14C': '7190a6eca63de49ded62fb5749e46436'}, 'committed': False}]
[31.4627  Replica 0001]: Received message '{'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.4627  Replica 0001]: Received message '{'src': '0003', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}'
[31.5700  Replica 0001]: Received message '{'src': '0015', 'dst': '0001', 'leader': '0001', 'type': 'put', 'MID': 'XYFOYURC6KL4QMZE', 'key': 'CLYK37TX95CTXYRE0N39Y7BMPYCNNQHG', 'value': 'b7d46c6baffca79d8873dc3788132959'}'
[31.6292  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 216, 'term': 3, 'command': {'13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE': 'ec50a3b70be4be3028fbd4816a441f06'}, 'committed': False}, {'log_index': 217, 'term': 3, 'command': {'KEQEZJFV86A218VIIF9BSDSR2DGXA14C': '7190a6eca63de49ded62fb5749e46436'}, 'committed': False}], message from leader: {'src': '0001', 'dst': '0004', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'entries': [{'log_index': 216, 'term': 3, 'command': {'13FB3CZ4LK12BOO0W16VPT6I0QCX9AUE': 'ec50a3b70be4be3028fbd4816a441f06'}, 'committed': False}, {'log_index': 217, 'term': 3, 'command': {'KEQEZJFV86A218VIIF9BSDSR2DGXA14C': '7190a6eca63de49ded62fb5749e46436'}, 'committed': False}], 'leaderCommit': 128, 'prevLogIndex': 215, 'prevLogTerm': 3}
[31.6292  Replica 0004]: sending: {'src': '0004', 'dst': '0001', 'type': 'append_entries', 'leader': '0001', 'term': 3, 'success': True}
